stock_id,r_squared,valid_count,invalid_count,incomplete_count
300093.SZ,0.0643,6778,1714,7
300094.SZ,0.1584,14209,4069,9
300095.SZ,0.2451,12784,1332,6
300096.SZ,0.0332,10056,1193,5
300097.SZ,0.4715,12932,1239,3
300098.SZ,0.0516,10493,1128,3
300099.SZ,-0.0080,47292,339,8
300100.SZ,0.1777,6198,1719,2
300101.SZ,0.0512,24877,277,10
300102.SZ,0.1889,12131,1080,9
300103.SZ,0.0994,7413,1756,4
300105.SZ,0.1901,2523,1765,4
300106.SZ,0.2093,6228,1746,2
300107.SZ,0.0684,12660,1196,7
300108.SZ,0.0290,5366,1896,2
300109.SZ,0.0810,8013,1571,4
300110.SZ,0.1851,10783,1457,4
300111.SZ,0.0505,6439,1402,4
300112.SZ,0.2491,3773,1800,3
300113.SZ,0.1709,15808,704,4
300114.SZ,0.2374,14188,1240,3
300115.SZ,0.2091,22596,419,6
300116.SZ,0.1574,8782,932,5
300117.SZ,0.2874,3760,1886,2
300118.SZ,0.1602,16751,790,7
300119.SZ,0.2232,13427,901,5
300120.SZ,0.1657,16053,753,6
300121.SZ,0.2829,5687,1786,3
300122.SZ,0.1085,53167,35,19
300123.SZ,-0.0008,39108,96,10
300124.SZ,0.1665,29457,311,7
300125.SZ,0.1672,5049,1950,4
300126.SZ,0.2034,4264,1949,2
300127.SZ,0.0486,9529,1347,3
300128.SZ,0.0894,11368,1252,5
300129.SZ,0.3279,8074,1727,5
300130.SZ,0.1648,8189,1606,2
300131.SZ,0.1498,11926,968,10
300132.SZ,0.2191,17633,908,4
300133.SZ,0.1740,31884,379,13
300134.SZ,0.1066,7714,1515,6
300135.SZ,0.2958,3706,1885,3
300136.SZ,0.1573,39322,83,6
300137.SZ,0.1657,12243,1339,4
300138.SZ,0.3142,15084,1251,4
300139.SZ,0.0635,14642,752,4
300140.SZ,0.0561,14967,707,6
300141.SZ,0.0553,5047,1849,2
300142.SZ,0.1224,49088,93,9
300143.SZ,0.1288,14244,1281,3
300144.SZ,-0.0043,25506,774,5
300145.SZ,0.2926,8508,1633,2
300146.SZ,0.2059,34479,231,8
300147.SZ,0.2602,10996,1504,5
300148.SZ,0.1772,24152,810,9
300149.SZ,0.2715,17762,1005,6
300150.SZ,0.3006,3749,1835,3
300151.SZ,0.2112,14551,1226,4
300152.SZ,0.3176,4222,1824,4
300153.SZ,-0.1210,2600,1684,3
300154.SZ,0.2781,3272,1780,2
300155.SZ,0.0807,10045,1162,6
300156.SZ,-0.4994,357,874,2
300157.SZ,0.2106,8087,1902,8
300158.SZ,0.2455,15311,1286,5
300159.SZ,0.1097,11847,1153,4
300160.SZ,-0.0413,9585,1288,3
300161.SZ,0.2361,7617,1618,5
300162.SZ,0.0877,5542,1718,7
300163.SZ,0.0935,7445,1906,3
300164.SZ,0.1227,3325,1812,3
300165.SZ,0.0587,5466,1737,4
300166.SZ,0.1108,16321,711,6
300167.SZ,0.2716,4862,1964,3
300168.SZ,0.2039,14652,1059,5
300169.SZ,0.0450,7277,1916,3
300170.SZ,0.2589,11223,1260,4
300171.SZ,0.0929,19710,464,7
300172.SZ,0.1087,3000,1824,4
300173.SZ,0.0982,6398,1894,6
300174.SZ,0.3713,5039,1692,3
300175.SZ,0.1324,6525,1835,3
300176.SZ,0.1838,4884,1918,3
300177.SZ,0.1550,24335,13188,6
300178.SZ,0.0528,10004,1227,7
300179.SZ,0.3414,6735,1887,4
300180.SZ,0.1510,7997,1530,3
300181.SZ,0.0435,6384,1605,4
300182.SZ,0.2590,26263,266,7
300183.SZ,0.1889,14997,822,7
300184.SZ,0.1929,11767,974,10
300185.SZ,-0.0239,20409,166,6
300187.SZ,0.3530,5272,1948,2
300188.SZ,0.2319,12918,1193,6
300189.SZ,0.1026,10537,28160,1
300190.SZ,0.1817,10255,1648,5
300191.SZ,0.1684,5537,1680,3
300192.SZ,0.2694,11626,1360,4
300193.SZ,0.2255,8321,1496,5
300194.SZ,0.3066,20359,833,8
300195.SZ,0.2937,6796,1840,5
300196.SZ,0.0606,7051,1760,3
300197.SZ,0.2723,7309,1755,7
300198.SZ,0.0741,8655,1712,4
300199.SZ,0.1260,11034,1411,2
300200.SZ,0.1096,10822,1467,4
300201.SZ,0.0571,16995,802,7
300202.SZ,0.1101,9989,1360,7
300203.SZ,0.2344,10710,1754,4
300204.SZ,0.2022,5569,1929,4
300205.SZ,0.2021,8275,1904,3
300206.SZ,0.2287,18469,618,7
300207.SZ,0.1970,38180,198,8
300208.SZ,-0.0648,5151,1681,5
300209.SZ,0.1179,7888,1584,3
300210.SZ,0.2469,5917,1998,4
300211.SZ,0.1914,4123,1802,2
300212.SZ,0.2093,14754,992,6
300213.SZ,0.1420,8915,1469,3
300214.SZ,0.2333,6048,2024,1
300215.SZ,0.2428,12727,1271,6
300216.SZ,nan,4699,1312,2
300217.SZ,0.0523,5589,1616,5
300218.SZ,0.0454,7967,1446,3
300219.SZ,0.3437,7732,1770,3
300220.SZ,0.1100,5278,1661,3
300221.SZ,-0.0139,7067,1604,11
300222.SZ,0.1368,11337,11926,1
300223.SZ,0.0621,13607,878,5
300224.SZ,0.0844,12389,1127,6
300225.SZ,0.1943,13803,1501,2
300226.SZ,0.1201,7508,1592,3
300227.SZ,0.2194,16273,718,6
300228.SZ,0.2594,9934,5056,1
300229.SZ,0.1949,14528,967,5
300230.SZ,0.2706,6470,1946,2
300231.SZ,0.2269,17525,981,5
300232.SZ,0.0795,11576,1432,4
300233.SZ,0.1996,12382,1186,6
300234.SZ,-0.0991,6772,1652,5
300235.SZ,0.0044,5275,1704,2
300236.SZ,0.0711,15824,525,14
300237.SZ,-0.1304,6149,1777,4
300238.SZ,0.2236,21053,599,6
300239.SZ,0.1071,6229,1751,4
300240.SZ,0.2622,4149,2092,3
300241.SZ,0.2123,14849,1054,15
300242.SZ,0.1113,12007,1057,6
300243.SZ,0.1384,7210,1867,3
300244.SZ,0.1945,18368,894,5
300245.SZ,0.1220,5568,1909,2
300246.SZ,0.1344,11672,952,7
300247.SZ,-0.1414,4217,1741,4
300248.SZ,0.2344,14501,1003,5
300249.SZ,0.1461,3880,1770,3
300250.SZ,0.1888,5422,1724,5
300251.SZ,0.1083,19086,613,6
300252.SZ,0.0835,16331,802,12
300253.SZ,0.1854,29720,109,9
300254.SZ,0.0017,7287,1714,5
300255.SZ,0.1293,11442,1070,6
300256.SZ,0.2022,18633,990,5
300257.SZ,0.2730,16437,1134,7
300258.SZ,0.1856,4435,1917,4
300259.SZ,0.0993,7429,1709,1
300260.SZ,0.0503,7890,1641,6
300261.SZ,0.1673,14541,947,3
300262.SZ,0.0883,5022,1811,3
300263.SZ,0.1974,18678,695,7
300264.SZ,0.3228,4537,1928,3
300265.SZ,-0.0030,7037,1612,4
300266.SZ,-0.0349,7545,1664,3
300267.SZ,0.0733,6107,1640,3
300268.SZ,0.1847,2392,1695,2
300269.SZ,0.1795,4893,1924,3
300270.SZ,0.2093,6280,1735,5
300271.SZ,0.0934,13091,1043,2
300272.SZ,0.1901,3515,1923,2
300273.SZ,0.2793,10675,1640,5
300274.SZ,-0.0002,37014,339,6
300275.SZ,0.0894,8229,1862,2
300276.SZ,0.1023,5918,1616,3
300277.SZ,0.1453,6990,1852,2
300278.SZ,0.1244,8180,10594,1
300279.SZ,0.1609,4746,1869,3
300280.SZ,0.2490,11226,1406,3
300281.SZ,-0.0024,5865,1904,2
300282.SZ,0.0065,3964,1884,4
300283.SZ,0.0438,3264,1787,4
300284.SZ,0.0540,9563,1243,3
300285.SZ,0.2480,20371,486,5
300286.SZ,0.2794,3393,1695,4
300287.SZ,0.0974,11059,1065,5
300288.SZ,0.1062,6426,1745,5
300289.SZ,0.2282,4953,1867,2
300290.SZ,0.1825,6200,1809,5
300291.SZ,0.1770,4971,1823,2
300292.SZ,-0.1192,11167,776,7
300293.SZ,0.1642,22027,328,6
300294.SZ,0.2200,19235,777,5
300295.SZ,0.0262,4192,1818,2
300296.SZ,0.2548,19399,631,5
300297.SZ,0.0950,21781,481,7
300298.SZ,0.2112,18332,662,4
300299.SZ,0.1568,18570,421,10
300300.SZ,0.2394,10179,1589,3
300301.SZ,0.0838,2957,1837,3
300302.SZ,0.1576,10365,1670,5
300303.SZ,0.2179,18138,577,10
300304.SZ,0.1688,7037,1599,10
300305.SZ,0.1156,3644,1726,4
300306.SZ,-0.1023,2677,1776,2
300307.SZ,0.2951,8367,1945,2
300308.SZ,0.2147,23092,269,5
300309.SZ,0.1892,4584,1675,5
300310.SZ,0.1327,9540,1345,4
300311.SZ,-0.0143,7633,1575,9
300312.SZ,0.0232,3410,10285,1
300313.SZ,0.0318,5560,1962,5
300314.SZ,0.2280,9855,1480,3
300315.SZ,0.1957,27443,215,5
300316.SZ,0.1908,18111,639,5
300317.SZ,0.1299,5158,1898,5
300318.SZ,0.0794,34296,193,11
300319.SZ,0.1655,11990,1191,8
300320.SZ,0.2131,13843,1079,5
300321.SZ,0.2780,2392,1415,2
300322.SZ,0.1030,7210,1501,4
300323.SZ,0.1408,17739,4546,1
300324.SZ,0.2352,11841,995,4
300325.SZ,-0.1528,7746,1281,4
300326.SZ,0.0561,15346,801,5
300327.SZ,0.2300,20433,576,6
300328.SZ,0.1844,13448,1168,5
300329.SZ,0.2009,2707,1719,3
300330.SZ,0.2151,3996,1896,2
300331.SZ,0.1221,6036,1761,4
300332.SZ,0.2190,3119,1726,4
300333.SZ,-0.2455,7011,1669,4
300334.SZ,0.2116,6405,1977,3
300335.SZ,0.2080,2646,1655,3
300336.SZ,-0.0155,6399,1514,8
300337.SZ,0.1732,10411,1440,5
300338.SZ,0.1409,3078,1807,2
300339.SZ,0.1442,16537,718,8
300340.SZ,0.0988,10419,1336,7
300341.SZ,0.1114,6191,1905,5
300342.SZ,0.1019,12918,1001,5
300343.SZ,-0.0421,5994,1665,5
300344.SZ,0.2199,2296,1757,2
300345.SZ,0.2201,5752,1980,3
300346.SZ,0.0987,20777,246,9
300347.SZ,0.1941,23203,372,4
300348.SZ,0.2464,18180,680,6
300349.SZ,0.1892,6840,1671,2
300350.SZ,0.2196,4786,1937,3
300351.SZ,0.1751,3937,1840,6
300352.SZ,0.1281,15780,484,8
300353.SZ,0.1420,11658,1167,4
300354.SZ,0.2145,8808,1701,3
300355.SZ,0.0361,8110,1657,3
300356.SZ,-0.0392,5095,1743,4
300357.SZ,0.2300,10877,1294,2
300358.SZ,-0.0022,15271,977,5
300359.SZ,0.2150,6672,1832,4
300360.SZ,0.2103,7154,1601,3
300363.SZ,0.2480,24942,479,4
300364.SZ,0.1073,14938,1056,4
300365.SZ,0.1245,7197,1784,6
300366.SZ,-0.0022,27254,694,6
300367.SZ,0.0178,7064,1502,4
300368.SZ,0.1288,16498,583,10
300369.SZ,0.1964,22790,965,3
300370.SZ,0.2790,3295,14782,1
300371.SZ,0.2372,5352,1775,3
300373.SZ,0.2174,16073,669,6
300374.SZ,0.2228,12681,1481,5
300375.SZ,-0.0099,7502,1487,7
300376.SZ,0.1021,6337,1632,4
300377.SZ,0.0180,8312,1429,5
300378.SZ,-0.0092,17924,1014,8
300379.SZ,0.1252,15222,722,9
300380.SZ,0.1976,4222,1857,2
300381.SZ,0.1444,11778,1289,3
300382.SZ,0.2820,11264,1478,2
300383.SZ,0.1283,23976,218,10
300384.SZ,0.1409,8832,1493,5
300385.SZ,0.1738,2611,1702,3
300386.SZ,0.1200,23625,297,15
300387.SZ,0.2643,6992,1769,7
300388.SZ,0.2291,7757,1808,3
300389.SZ,0.2533,5884,2021,4
300390.SZ,0.1250,18508,695,16
300391.SZ,0.2100,5237,1820,2
300392.SZ,0.2504,4946,1936,2
300393.SZ,0.2495,11360,1337,3
300394.SZ,0.2481,13081,1136,4
300395.SZ,0.1577,22093,904,3
300396.SZ,0.1071,5571,1850,2
300397.SZ,0.1153,18620,647,8
300398.SZ,0.1517,10621,1267,6
300399.SZ,0.1331,4524,1846,2
300400.SZ,0.1741,15091,1107,5
300401.SZ,0.2851,25060,743,5
300402.SZ,0.0003,8089,1679,2
300403.SZ,0.2990,8030,1913,4
300404.SZ,0.0875,10560,1335,7
300405.SZ,0.0075,7545,1733,3
300406.SZ,0.3154,12419,1474,2
300407.SZ,0.0997,3183,1922,4
300408.SZ,0.1973,18535,834,6
300409.SZ,0.2647,14697,1079,7
300410.SZ,0.2853,7184,1850,5
300411.SZ,-0.0177,12323,1075,4
300412.SZ,0.2330,4675,1932,3
300413.SZ,0.1354,24466,535,8
300414.SZ,0.0827,10663,1366,6
300415.SZ,0.1976,5983,1590,3
300416.SZ,0.0891,11150,1373,3
300417.SZ,0.0637,2765,1773,2
300418.SZ,0.2004,27165,221,11
300419.SZ,0.1378,5429,1825,3
300420.SZ,0.3074,12635,1114,5
300421.SZ,0.2600,3427,1829,2
300422.SZ,-0.0109,5602,1820,2
300423.SZ,0.2798,9427,1770,4
300424.SZ,0.0926,12076,1159,3
300425.SZ,0.1418,8336,1503,3
300426.SZ,0.2057,8827,1660,3
300427.SZ,0.2251,21313,699,8
300428.SZ,0.2977,6532,1891,3
300429.SZ,0.0786,10691,1118,9
300430.SZ,0.1840,4531,1835,1
300432.SZ,0.2385,21936,502,11
300433.SZ,0.1504,58102,30,39
300434.SZ,0.2677,3954,1835,2
300435.SZ,0.2598,7250,1850,3
300436.SZ,0.2553,4808,1836,2
300437.SZ,0.3625,3454,1713,3
300438.SZ,0.2213,9899,1595,3
300439.SZ,0.2300,9998,1314,5
300440.SZ,0.2215,5831,1841,4
300441.SZ,0.1616,3792,1799,4
300442.SZ,0.2272,3147,1674,1
300443.SZ,0.1474,15537,876,7
300444.SZ,0.2088,4038,1834,2
300445.SZ,0.1630,4237,1697,3
300446.SZ,0.1059,4120,1924,3
300447.SZ,0.2337,7983,1883,3
300448.SZ,0.1624,10183,1246,8
300449.SZ,0.0284,11447,1333,8
300450.SZ,0.1361,26902,273,6
300451.SZ,0.1110,19208,452,5
300452.SZ,0.2673,7724,1635,3
300453.SZ,0.1176,16786,882,5
300454.SZ,0.1887,11219,1097,4
300455.SZ,0.1684,15913,963,5
300456.SZ,0.2187,11556,1231,6
300457.SZ,0.0849,10333,1338,5
300458.SZ,0.1649,12505,1021,5
300459.SZ,0.2181,17401,500,6
300460.SZ,0.1038,13502,1009,6
300461.SZ,0.1125,3182,1698,2
300462.SZ,0.2975,5734,1799,2
300463.SZ,0.1842,17891,732,4
300464.SZ,-0.0012,12846,1106,9
300465.SZ,0.0560,13086,887,5
300466.SZ,0.1326,7119,1679,4
300467.SZ,0.0967,6061,1871,4
300468.SZ,0.0595,13293,900,4
300469.SZ,0.1682,6600,1884,4
300470.SZ,0.2321,6772,1750,4
300471.SZ,0.0622,5840,1716,4
300472.SZ,0.1888,2776,1801,2
300473.SZ,0.0343,11650,1132,11
300474.SZ,0.1313,14581,905,6
300475.SZ,0.0563,5074,1810,4
300476.SZ,0.2520,14570,1079,4
300477.SZ,0.1643,12073,1492,7
300478.SZ,-0.1343,2513,1701,3
300479.SZ,0.1423,8535,1615,4
300480.SZ,0.2503,7713,1653,3
300481.SZ,0.2653,10606,1436,2
300482.SZ,0.2063,18646,541,5
300483.SZ,0.1109,2940,1627,2
300484.SZ,0.2244,7189,1858,3
300485.SZ,0.1832,14731,902,3
300486.SZ,0.1092,2833,1546,3
300487.SZ,0.1892,7369,1513,6
300488.SZ,0.3048,2128,1546,2
300489.SZ,0.0003,7525,1212,3
300490.SZ,0.0194,3196,1796,4
300491.SZ,-0.2240,2339,1653,4
300492.SZ,0.1632,4819,1736,3
300493.SZ,0.0969,8395,1546,5
300494.SZ,0.1187,11799,1459,5
300495.SZ,0.1234,7434,1709,4
300496.SZ,0.1977,31530,206,7
300497.SZ,0.1843,25387,322,6
300498.SZ,0.2366,23479,165,6
300499.SZ,0.0441,4361,1784,3
300500.SZ,0.1126,2165,1731,2
300501.SZ,-0.0019,10205,1291,2
300502.SZ,0.1909,20764,444,7
300503.SZ,0.2183,8068,1688,7
300504.SZ,0.2678,6639,1757,5
300505.SZ,0.0885,4995,1902,4
300506.SZ,0.0964,6092,1698,6
300507.SZ,0.1322,6625,1829,4
300508.SZ,0.1710,2529,1636,5
300509.SZ,-0.0389,2491,1667,2
300510.SZ,0.1953,6865,1745,3
300511.SZ,0.1809,16017,910,4
300512.SZ,-0.0002,9806,1287,6
300513.SZ,0.0387,4505,1779,4
300514.SZ,0.1271,3894,1870,2
300515.SZ,0.1771,4347,1854,2
300516.SZ,0.1193,9423,1272,7
300517.SZ,0.2756,2836,1645,3
300518.SZ,0.1344,4795,1778,2
300519.SZ,0.2763,4639,1820,3
300520.SZ,0.1208,5923,1660,5
300521.SZ,0.1293,6494,1797,2
300522.SZ,0.2478,8602,1735,2
300523.SZ,0.2991,7476,1527,4
300525.SZ,0.2169,12617,1144,5
300526.SZ,0.1995,7263,1477,3
300527.SZ,0.1402,17310,762,5
300528.SZ,0.1000,5784,2030,3
300529.SZ,0.2145,21840,478,5
300530.SZ,0.4082,2171,1352,3
300531.SZ,0.2053,16379,1149,5
300532.SZ,0.2168,7587,1762,5
300533.SZ,0.2230,4859,1849,3
300534.SZ,0.3108,4234,1807,2
300535.SZ,0.2931,2550,1473,3
300536.SZ,0.0064,10059,1767,4
300537.SZ,0.1441,4787,1798,2
300538.SZ,0.2110,5174,1713,6
300539.SZ,0.3273,2220,1635,3
300540.SZ,0.0789,2628,1649,2
300541.SZ,0.1832,9254,1585,4
300542.SZ,-0.0442,4248,1790,2
300543.SZ,0.0909,5388,1821,2
300545.SZ,0.2034,6705,1714,5
300546.SZ,0.0441,3426,1784,3
300547.SZ,0.2762,3851,1912,5
300548.SZ,0.2809,9194,1399,3
300549.SZ,0.0298,2370,1495,2
300550.SZ,0.1803,4512,1653,1
300551.SZ,0.1308,9128,1520,2
300552.SZ,0.2109,11064,1250,4
300553.SZ,0.0217,1566,1529,3
300554.SZ,0.1421,8979,1653,4
300555.SZ,0.2771,4856,1938,4
300556.SZ,0.1396,8086,1429,2
300557.SZ,0.2235,3970,1758,5
300558.SZ,0.1816,21517,351,4
300559.SZ,0.2855,15887,1159,5
300560.SZ,0.2763,4931,1717,2
300561.SZ,-0.0422,7722,1472,8
300562.SZ,0.2520,6169,1775,3
300563.SZ,0.3051,6223,1654,5
300564.SZ,0.1156,6563,1661,4
300565.SZ,0.3614,7850,1783,3
300566.SZ,0.3116,10621,1407,4
300567.SZ,0.1616,16860,737,5
300568.SZ,0.1941,11168,1421,5
300569.SZ,0.1669,7355,1745,3
300570.SZ,0.3318,5651,1778,4
300571.SZ,0.1735,8644,1455,3
300572.SZ,0.2839,9630,1670,4
300573.SZ,0.0000,7606,1268,2
300575.SZ,0.3192,11628,1194,2
300576.SZ,0.0397,16904,533,12
300577.SZ,0.1990,8441,1545,5
300578.SZ,0.0892,12544,891,8
300579.SZ,0.1354,17126,610,22
300580.SZ,0.4712,5652,1770,3
300581.SZ,0.0838,7943,1631,4
300582.SZ,0.2636,4803,1836,3
300583.SZ,0.0657,2434,1695,2
300584.SZ,0.1866,7730,1671,4
300585.SZ,0.2216,7933,1763,8
300586.SZ,-0.0562,5736,1576,6
300587.SZ,0.2564,9075,1691,5
300588.SZ,0.2233,4177,1833,1
300589.SZ,0.0781,9261,1378,5
300590.SZ,0.0471,8182,1465,5
300591.SZ,0.1892,8198,1821,4
300592.SZ,0.1716,11575,1612,2
300593.SZ,0.0836,8207,1644,4
300594.SZ,-0.1395,3425,1765,4
300595.SZ,0.2048,15738,764,7
300596.SZ,0.1935,15927,1062,3
300597.SZ,-0.0679,4125,1798,3
300598.SZ,0.0860,19475,303,6
300599.SZ,0.1555,9160,1696,2
300600.SZ,nan,0,5387,1
300601.SZ,-0.0018,23035,776,4
300602.SZ,0.2092,10504,1261,3
300603.SZ,0.0318,8884,1407,4
300604.SZ,0.1885,8745,1588,4
300605.SZ,0.2613,5106,1906,2
300606.SZ,0.1782,3808,1707,3
300607.SZ,0.2406,15801,892,5
300608.SZ,0.1795,3010,1805,4
300609.SZ,0.1667,4530,1690,3
300610.SZ,0.1094,11703,1360,9
300611.SZ,0.1179,3098,1667,4
300612.SZ,0.2765,8661,1469,5
300613.SZ,0.1283,11023,1076,4
300615.SZ,0.2720,3609,1830,3
300616.SZ,0.2676,7429,1636,3
300617.SZ,0.2458,8379,1483,4
300618.SZ,0.1837,26919,451,8
300619.SZ,0.0308,2273,1572,4
300620.SZ,0.2240,5629,1619,2
300621.SZ,0.0959,2001,9705,1
300622.SZ,0.2405,3263,1799,2
300623.SZ,0.0874,12910,1016,6
300624.SZ,0.1173,12815,985,4
300625.SZ,0.0978,3695,1853,2
300626.SZ,0.0400,4553,2064,3
300627.SZ,0.1571,15635,788,5
300628.SZ,0.1897,14227,1083,5
300629.SZ,0.1338,8839,1432,7
300630.SZ,0.2271,14899,852,5
300631.SZ,0.2469,4148,1775,2
300632.SZ,0.0781,5098,1895,3
300633.SZ,0.2660,7704,1580,3
300634.SZ,0.1464,17440,667,7
300635.SZ,-0.0065,2493,1682,2
300636.SZ,0.3060,8017,1572,2
300637.SZ,0.1738,4284,1926,3
300638.SZ,0.2803,19778,604,5
300639.SZ,0.2929,22877,533,5
300640.SZ,0.2106,2419,1738,2
300641.SZ,0.1497,2620,1822,3
300642.SZ,0.2678,5671,1816,4
300643.SZ,0.1644,7709,1483,8
300644.SZ,0.2175,4086,1727,2
300645.SZ,0.0705,3940,1809,2
300647.SZ,0.1354,5953,1938,5
300648.SZ,0.2090,10185,1458,4
300649.SZ,0.1580,2524,1688,2
300650.SZ,0.2023,4578,1819,2
300651.SZ,0.2055,3854,1673,2
300652.SZ,0.0407,2416,1439,3
300653.SZ,0.2156,9943,1366,3
300654.SZ,0.2816,3240,1920,2
300655.SZ,0.0471,8193,1309,8
300656.SZ,0.1984,4605,1727,3
300657.SZ,0.1869,11321,1403,1
300658.SZ,0.2729,7599,1689,5
300659.SZ,0.1581,11240,1223,4
300660.SZ,0.1765,5397,1883,2
300661.SZ,0.1163,18382,580,3
300662.SZ,0.2433,8053,1449,4
300663.SZ,0.1150,13227,1015,8
300664.SZ,0.0213,12984,856,5
300665.SZ,0.2345,2938,1787,2
300666.SZ,0.1586,18046,619,5
300667.SZ,0.0841,11588,1253,7
300668.SZ,0.1618,2020,1599,2
300669.SZ,0.0929,2194,1779,3
300670.SZ,0.2128,3055,1739,4
300671.SZ,0.1438,19398,757,10
300672.SZ,0.1865,6419,1697,4
300673.SZ,0.2757,10797,1286,4
300674.SZ,0.2756,11051,1326,6
300675.SZ,0.1081,6215,1676,3
300676.SZ,0.1983,24199,295,6
300677.SZ,0.1852,18183,573,3
300678.SZ,0.1725,7334,1785,2
300679.SZ,0.2402,5822,1728,3
300680.SZ,0.1452,11579,1413,3
300681.SZ,0.1395,2252,1525,1
300682.SZ,0.1245,9290,1427,5
300683.SZ,0.0661,6698,1627,3
300684.SZ,0.2730,11238,1390,7
300685.SZ,0.2010,13589,1020,2
300686.SZ,0.1090,8194,1483,4
300687.SZ,0.2852,11452,1433,3
300688.SZ,0.1063,3584,1813,5
300689.SZ,0.1361,3145,1686,2
300690.SZ,0.3246,13342,1242,3
300691.SZ,0.1265,2723,1758,3
300692.SZ,0.2417,6814,1760,2
300693.SZ,0.1690,6706,1786,3
300694.SZ,0.2342,4581,1845,5
300695.SZ,0.2510,5863,1594,2
300696.SZ,0.2375,12322,1278,3
300697.SZ,0.2120,4601,1727,2
300698.SZ,0.1219,3573,1704,3
300699.SZ,0.1984,20841,427,7
300700.SZ,-0.0404,5833,1728,3
300701.SZ,0.3394,8862,1424,3
300702.SZ,0.2926,10892,1231,3
300703.SZ,0.1422,12783,1383,3
300705.SZ,0.2474,9862,1637,4
300706.SZ,-0.0060,5543,1700,4
300707.SZ,0.1752,4702,1763,3
300708.SZ,0.1517,18862,2197,1
300709.SZ,0.2089,9837,1423,3
300710.SZ,0.2327,5322,1834,2
300711.SZ,0.1697,3197,1823,2
300712.SZ,0.0814,4201,1919,2
300713.SZ,0.2348,3117,1700,2
300715.SZ,0.1982,14319,1132,4
300716.SZ,0.3219,3619,1853,3
300717.SZ,0.1550,3453,1828,2
300718.SZ,0.0821,3626,1797,4
300719.SZ,0.1897,12256,1370,4
300720.SZ,0.1635,2229,1625,2
300721.SZ,0.1295,9587,8800,1
300722.SZ,0.0885,6616,1713,4
300723.SZ,0.1684,6823,1715,2
300724.SZ,0.2190,13268,1023,3
300725.SZ,0.2496,10839,1425,3
300726.SZ,-0.0037,18597,859,8
300727.SZ,0.2558,3509,1754,3
300729.SZ,0.2253,12630,1150,3
300730.SZ,-0.1387,3923,1918,3
300731.SZ,0.1964,3292,1816,3
300732.SZ,0.1698,3998,1856,3
300733.SZ,0.3238,3896,1752,1
300735.SZ,0.0674,7693,1498,2
300736.SZ,0.1699,2386,1515,3
300737.SZ,0.1665,14467,1033,6
300738.SZ,0.1340,13853,1052,4
300739.SZ,0.2346,7121,1695,3
300740.SZ,0.2495,18097,834,4
300741.SZ,0.3353,13638,1123,3
300742.SZ,0.0890,6009,1817,4
300743.SZ,0.1439,2244,1544,2
300745.SZ,0.1189,5388,2477,1
300746.SZ,0.2167,7984,1890,3
300747.SZ,0.2270,8723,1487,4
300748.SZ,0.1062,47181,44,18
300749.SZ,0.1733,5639,1763,2
300750.SZ,0.0879,50688,47,23
300751.SZ,0.2515,7594,1350,2
300752.SZ,0.3110,2394,1680,2
300753.SZ,0.0487,4446,1752,4
300755.SZ,0.1129,7803,1484,4
300756.SZ,0.1949,3635,1660,2
300757.SZ,0.2349,2472,1485,2
300758.SZ,-0.0124,13627,1134,5
300759.SZ,0.1918,17890,705,6
300760.SZ,0.2047,21801,421,14
300761.SZ,0.1048,4949,1742,5
300762.SZ,0.3249,8172,1518,5
300763.SZ,0.1193,10919,1193,5
300765.SZ,0.2033,5582,1735,3
300766.SZ,0.2602,10571,1542,3
300767.SZ,0.1881,10722,1258,6
300768.SZ,0.2225,8150,1600,2
300769.SZ,0.3069,5431,1746,2
300770.SZ,0.2228,10232,1323,4
300771.SZ,0.0942,11348,1155,5
300772.SZ,0.1255,5433,1829,3
300773.SZ,0.0032,19694,398,8
300775.SZ,0.1306,15083,932,9
300776.SZ,0.1072,15937,897,7
300777.SZ,0.1952,12402,1306,3
300778.SZ,0.2474,787,5196,1
300779.SZ,-0.0529,3099,1722,3
300780.SZ,-0.0170,2768,1777,3
300781.SZ,0.1542,4508,1904,3
300782.SZ,0.1077,19392,343,10
300783.SZ,0.0836,10748,1255,5
300785.SZ,0.0978,7905,1432,3
300786.SZ,0.1417,2124,1650,2
300787.SZ,-0.0226,4444,1867,3
300788.SZ,-0.0907,3810,1660,2
300789.SZ,-0.0987,1882,1520,1
300790.SZ,0.0143,3808,1876,2
300791.SZ,0.1832,7278,1443,3
300792.SZ,0.1821,12547,964,4
300793.SZ,0.0987,7561,1451,9
300795.SZ,0.0198,3345,1696,4
300796.SZ,0.1241,2498,1697,2
300797.SZ,0.0226,4139,1888,2
300798.SZ,0.1768,6667,1574,4
300799.SZ,0.1516,5980,1622,6
300800.SZ,-0.2264,3087,1769,2
300801.SZ,-0.0405,4497,1669,3
300802.SZ,-0.1052,3384,1772,2
300803.SZ,0.0045,10876,1024,5
300805.SZ,0.0973,3470,1706,5
300806.SZ,0.0893,6248,1670,3
300807.SZ,0.0342,2998,1641,3
300808.SZ,0.0913,2486,1825,4
300809.SZ,0.2813,2971,1869,4
300810.SZ,0.0813,8165,1357,4
300811.SZ,0.0709,4714,1709,4
300812.SZ,0.0855,3178,1728,6
300813.SZ,0.0592,5371,1664,4
300815.SZ,0.2228,8070,1405,6
300816.SZ,0.0517,5724,1631,3
300817.SZ,0.0086,6130,1587,4
300818.SZ,0.0794,3166,1805,2
